2 Control Points
x, y, z, r1, r2, desc, id
204.68, 127.40, 0.00, 28.00, 28.00, , 1
Models count: 0
204.82, 128.09, 767.00, 2.00, 2.00, , 2
1059 vessel Segment Points
x, y, z, r1, r2
61.00, 138.23, 399.49, -1.00, -1.00
61.00, 139.08, 399.75, -1.00, -1.00
61.00, 139.93, 400.05, -1.00, -1.00
61.00, 140.76, 400.43, -1.00, -1.00
61.00, 141.45, 401.00, -1.00, -1.00
61.00, 141.84, 401.81, -1.00, -1.00
61.00, 141.99, 402.69, -1.00, -1.00
61.00, 142.08, 403.60, -1.00, -1.00
61.00, 142.21, 404.49, -1.00, -1.00
61.00, 142.43, 405.35, -1.00, -1.00
61.00, 142.76, 406.19, -1.00, -1.00
61.00, 143.20, 406.97, -1.00, -1.00
61.00, 143.61, 407.76, -1.00, -1.00
61.00, 143.87, 408.63, -1.00, -1.00
61.00, 144.00, 409.53, -1.00, -1.00
61.00, 144.10, 410.41, -1.00, -1.00
61.00, 144.28, 411.30, -1.00, -1.00
61.01, 144.63, 412.14, -1.00, -1.00
61.06, 145.15, 412.87, -1.00, -1.00
61.18, 145.83, 413.46, -1.00, -1.00
61.36, 146.59, 413.90, -1.00, -1.00
61.61, 147.35, 414.28, -1.00, -1.00
61.85, 148.08, 414.76, -1.00, -1.00
61.97, 148.66, 415.44, -1.00, -1.00
62.00, 149.14, 416.20, -1.00, -1.00
62.00, 149.62, 416.96, -1.00, -1.00
62.00, 150.17, 417.65, -1.00, -1.00
62.00, 150.83, 418.27, -1.00, -1.00
62.00, 151.58, 418.78, -1.00, -1.00
62.00, 152.33, 419.27, -1.00, -1.00
62.00, 153.01, 419.86, -1.00, -1.00
62.00, 153.53, 420.59, -1.00, -1.00
62.00, 153.83, 421.45, -1.00, -1.00
62.00, 153.97, 422.33, -1.00, -1.00
62.00, 154.05, 423.24, -1.00, -1.00
62.00, 154.15, 424.14, -1.00, -1.00
62.00, 154.34, 425.02, -1.00, -1.00
62.00, 154.70, 425.85, -1.00, -1.00
62.00, 155.30, 426.52, -1.00, -1.00
62.06, 156.02, 427.07, -1.00, -1.00
62.28, 156.69, 427.63, -1.00, -1.00
62.65, 157.19, 428.27, -1.00, -1.00
62.91, 157.74, 428.92, -1.00, -1.00
62.99, 158.42, 429.50, -1.00, -1.00
63.00, 159.15, 430.01, -1.00, -1.00
63.00, 159.93, 430.47, -1.00, -1.00
63.00, 160.68, 430.95, -1.00, -1.00
63.00, 161.36, 431.53, -1.00, -1.00
63.00, 162.02, 432.14, -1.00, -1.00
63.00, 162.75, 432.65, -1.00, -1.00
63.00, 163.56, 433.04, -1.00, -1.00
63.00, 164.35, 433.48, -1.00, -1.00
63.01, 164.99, 434.13, -1.00, -1.00
63.09, 165.49, 434.88, -1.00, -1.00
63.36, 165.97, 435.59, -1.00, -1.00
63.75, 166.42, 436.26, -1.00, -1.00
64.05, 166.72, 437.06, -1.00, -1.00
64.24, 166.87, 437.93, -1.00, -1.00
64.42, 166.95, 438.81, -1.00, -1.00
64.63, 167.00, 439.69, -1.00, -1.00
64.82, 167.06, 440.56, -1.00, -1.00
64.94, 167.19, 441.44, -1.00, -1.00
64.99, 167.39, 442.32, -1.00, -1.00
65.00, 167.63, 443.19, -1.00, -1.00
65.00, 167.87, 444.05, -1.00, -1.00
64.94, 168.16, 444.90, -1.00, -1.00
64.74, 168.53, 445.70, -1.00, -1.00
64.38, 169.05, 446.33, -1.00, -1.00
64.10, 169.75, 446.83, -1.00, -1.00
64.01, 170.54, 447.25, -1.00, -1.00
64.00, 171.37, 447.60, -1.00, -1.00
64.00, 172.22, 447.91, -1.00, -1.00
64.00, 173.05, 448.25, -1.00, -1.00
64.00, 173.81, 448.72, -1.00, -1.00
64.03, 174.42, 449.39, -1.00, -1.00
64.13, 174.81, 450.20, -1.00, -1.00
64.33, 174.96, 451.06, -1.00, -1.00
64.63, 175.00, 451.91, -1.00, -1.00
65.06, 175.00, 452.71, -1.00, -1.00
65.64, 175.00, 453.39, -1.00, -1.00
66.40, 175.00, 453.86, -1.00, -1.00
67.25, 175.02, 454.14, -1.00, -1.00
68.09, 175.15, 454.41, -1.00, -1.00
68.71, 175.58, 454.92, -1.00, -1.00
68.92, 176.10, 455.62, -1.00, -1.00
68.98, 176.50, 456.42, -1.00, -1.00
69.00, 176.81, 457.26, -1.00, -1.00
69.00, 177.12, 458.10, -1.00, -1.00
69.01, 177.48, 458.93, -1.00, -1.00
69.08, 177.90, 459.71, -1.00, -1.00
69.29, 178.36, 460.46, -1.00, -1.00
69.73, 178.76, 461.13, -1.00, -1.00
70.42, 178.96, 461.68, -1.00, -1.00
71.11, 179.00, 462.26, -1.00, -1.00
71.59, 179.00, 463.01, -1.00, -1.00
71.85, 179.01, 463.88, -1.00, -1.00
72.03, 179.05, 464.76, -1.00, -1.00
72.24, 179.13, 465.63, -1.00, -1.00
72.48, 179.27, 466.49, -1.00, -1.00
72.69, 179.48, 467.33, -1.00, -1.00
72.87, 179.72, 468.18, -1.00, -1.00
73.06, 179.95, 469.03, -1.00, -1.00
73.30, 180.16, 469.87, -1.00, -1.00
73.56, 180.46, 470.68, -1.00, -1.00
73.78, 181.01, 471.36, -1.00, -1.00
73.92, 181.65, 471.98, -1.00, -1.00
73.98, 182.14, 472.75, -1.00, -1.00
74.00, 182.51, 473.56, -1.00, -1.00
74.00, 182.96, 474.35, -1.00, -1.00
74.03, 183.55, 475.03, -1.00, -1.00
74.17, 184.17, 475.67, -1.00, -1.00
74.51, 184.67, 476.33, -1.00, -1.00
74.90, 185.18, 476.96, -1.00, -1.00
75.16, 185.84, 477.50, -1.00, -1.00
75.38, 186.53, 478.03, -1.00, -1.00
75.65, 187.14, 478.64, -1.00, -1.00
75.88, 187.73, 479.28, -1.00, -1.00
75.98, 188.38, 479.91, -1.00, -1.00
76.00, 188.98, 480.57, -1.00, -1.00
76.00, 189.44, 481.34, -1.00, -1.00
76.05, 189.73, 482.18, -1.00, -1.00
76.19, 189.90, 483.05, -1.00, -1.00
76.49, 189.98, 483.90, -1.00, -1.00
76.90, 190.00, 484.69, -1.00, -1.00
77.40, 190.00, 485.44, -1.00, -1.00
78.02, 190.02, 486.11, -1.00, -1.00
78.78, 190.08, 486.58, -1.00, -1.00
79.62, 190.21, 486.89, -1.00, -1.00
80.38, 190.41, 487.32, -1.00, -1.00
80.79, 190.68, 488.06, -1.00, -1.00
80.93, 190.95, 488.91, -1.00, -1.00
80.98, 191.21, 489.76, -1.00, -1.00
81.00, 191.46, 490.62, -1.00, -1.00
81.00, 191.71, 491.49, -1.00, -1.00
81.03, 191.97, 492.35, -1.00, -1.00
81.23, 192.26, 493.17, -1.00, -1.00
81.85, 192.59, 493.74, -1.00, -1.00
82.61, 192.84, 494.13, -1.00, -1.00
83.27, 192.97, 494.74, -1.00, -1.00
83.73, 193.02, 495.51, -1.00, -1.00
84.08, 193.09, 496.34, -1.00, -1.00
84.38, 193.22, 497.17, -1.00, -1.00
84.63, 193.47, 498.01, -1.00, -1.00
84.82, 193.85, 498.80, -1.00, -1.00
84.94, 194.37, 499.53, -1.00, -1.00
84.99, 194.99, 500.18, -1.00, -1.00
85.03, 195.55, 500.89, -1.00, -1.00
85.11, 195.88, 501.73, -1.00, -1.00
85.30, 195.99, 502.61, -1.00, -1.00
85.72, 196.00, 503.40, -1.00, -1.00
86.46, 196.00, 503.93, -1.00, -1.00
87.29, 196.00, 504.27, -1.00, -1.00
88.12, 196.00, 504.60, -1.00, -1.00
88.92, 196.00, 505.01, -1.00, -1.00
89.66, 196.00, 505.53, -1.00, -1.00
90.29, 196.00, 506.16, -1.00, -1.00
90.83, 196.00, 506.88, -1.00, -1.00
91.30, 196.00, 507.66, -1.00, -1.00
91.73, 196.00, 508.46, -1.00, -1.00
92.13, 196.00, 509.27, -1.00, -1.00
92.53, 196.03, 510.08, -1.00, -1.00
92.87, 196.15, 510.89, -1.00, -1.00
93.15, 196.45, 511.69, -1.00, -1.00
93.57, 196.79, 512.40, -1.00, -1.00
94.29, 196.96, 512.91, -1.00, -1.00
95.05, 197.00, 513.39, -1.00, -1.00
95.60, 197.00, 514.11, -1.00, -1.00
95.90, 197.00, 514.97, -1.00, -1.00
96.16, 197.00, 515.83, -1.00, -1.00
96.58, 197.00, 516.63, -1.00, -1.00
97.15, 197.03, 517.33, -1.00, -1.00
97.83, 197.12, 517.92, -1.00, -1.00
98.52, 197.28, 518.47, -1.00, -1.00
99.09, 197.52, 519.12, -1.00, -1.00
99.45, 197.77, 519.91, -1.00, -1.00
99.67, 197.92, 520.77, -1.00, -1.00
99.83, 197.99, 521.66, -1.00, -1.00
99.98, 198.00, 522.54, -1.00, -1.00
100.16, 198.00, 523.42, -1.00, -1.00
100.40, 198.03, 524.29, -1.00, -1.00
100.73, 198.17, 525.12, -1.00, -1.00
101.19, 198.50, 525.83, -1.00, -1.00
101.74, 198.84, 526.46, -1.00, -1.00
102.29, 198.98, 527.15, -1.00, -1.00
102.74, 199.00, 527.94, -1.00, -1.00
103.04, 199.00, 528.80, -1.00, -1.00
103.31, 199.00, 529.66, -1.00, -1.00
103.76, 199.00, 530.44, -1.00, -1.00
104.48, 199.00, 530.96, -1.00, -1.00
105.29, 199.00, 531.37, -1.00, -1.00
106.02, 199.00, 531.90, -1.00, -1.00
106.62, 199.00, 532.58, -1.00, -1.00
107.12, 199.00, 533.33, -1.00, -1.00
107.56, 199.02, 534.11, -1.00, -1.00
108.00, 199.11, 534.89, -1.00, -1.00
108.46, 199.32, 535.62, -1.00, -1.00
108.90, 199.59, 536.36, -1.00, -1.00
109.26, 199.79, 537.18, -1.00, -1.00
109.51, 199.91, 538.03, -1.00, -1.00
109.70, 199.97, 538.90, -1.00, -1.00
109.85, 199.99, 539.78, -1.00, -1.00
110.00, 200.00, 540.67, -1.00, -1.00
110.19, 200.00, 541.55, -1.00, -1.00
110.39, 200.00, 542.42, -1.00, -1.00
110.59, 200.00, 543.30, -1.00, -1.00
110.76, 200.00, 544.19, -1.00, -1.00
110.92, 200.00, 545.07, -1.00, -1.00
111.13, 200.00, 545.95, -1.00, -1.00
111.43, 200.00, 546.79, -1.00, -1.00
111.81, 200.00, 547.61, -1.00, -1.00
112.21, 200.00, 548.42, -1.00, -1.00
112.61, 200.00, 549.22, -1.00, -1.00
113.01, 200.00, 550.02, -1.00, -1.00
113.40, 200.00, 550.84, -1.00, -1.00
113.71, 200.00, 551.68, -1.00, -1.00
113.90, 200.00, 552.55, -1.00, -1.00
113.98, 200.00, 553.45, -1.00, -1.00
114.03, 200.00, 554.35, -1.00, -1.00
114.08, 200.00, 555.25, -1.00, -1.00
114.18, 200.00, 556.14, -1.00, -1.00
114.42, 200.00, 557.01, -1.00, -1.00
114.91, 200.00, 557.76, -1.00, -1.00
115.65, 200.00, 558.28, -1.00, -1.00
116.47, 200.00, 558.64, -1.00, -1.00
117.30, 200.00, 558.96, -1.00, -1.00
118.07, 200.00, 559.41, -1.00, -1.00
118.61, 200.00, 560.14, -1.00, -1.00
118.90, 200.00, 560.99, -1.00, -1.00
119.17, 200.00, 561.85, -1.00, -1.00
119.58, 200.00, 562.64, -1.00, -1.00
120.14, 200.00, 563.35, -1.00, -1.00
120.78, 200.00, 563.98, -1.00, -1.00
121.41, 200.00, 564.62, -1.00, -1.00
121.95, 200.00, 565.35, -1.00, -1.00
122.32, 200.00, 566.16, -1.00, -1.00
122.67, 200.00, 566.99, -1.00, -1.00
123.10, 200.00, 567.79, -1.00, -1.00
123.67, 200.00, 568.49, -1.00, -1.00
124.35, 200.00, 569.07, -1.00, -1.00
125.12, 200.00, 569.56, -1.00, -1.00
125.88, 200.00, 570.02, -1.00, -1.00
126.62, 200.00, 570.54, -1.00, -1.00
127.23, 200.00, 571.20, -1.00, -1.00
127.63, 200.00, 572.01, -1.00, -1.00
127.84, 200.00, 572.88, -1.00, -1.00
127.97, 200.00, 573.76, -1.00, -1.00
128.08, 200.00, 574.65, -1.00, -1.00
128.20, 200.00, 575.54, -1.00, -1.00
128.35, 200.00, 576.43, -1.00, -1.00
128.55, 200.00, 577.31, -1.00, -1.00
128.85, 200.00, 578.16, -1.00, -1.00
129.34, 200.00, 578.91, -1.00, -1.00
130.04, 200.00, 579.48, -1.00, -1.00
130.83, 200.00, 579.91, -1.00, -1.00
131.62, 200.00, 580.32, -1.00, -1.00
132.39, 200.00, 580.79, -1.00, -1.00
133.05, 200.00, 581.40, -1.00, -1.00
133.53, 200.00, 582.16, -1.00, -1.00
133.86, 200.00, 583.01, -1.00, -1.00
134.08, 200.00, 583.87, -1.00, -1.00
134.31, 200.00, 584.74, -1.00, -1.00
134.72, 200.00, 585.54, -1.00, -1.00
135.36, 200.00, 586.17, -1.00, -1.00
136.06, 200.00, 586.73, -1.00, -1.00
136.65, 200.00, 587.41, -1.00, -1.00
137.15, 200.00, 588.16, -1.00, -1.00
137.72, 200.00, 588.87, -1.00, -1.00
138.35, 199.99, 589.50, -1.00, -1.00
138.98, 199.93, 590.16, -1.00, -1.00
139.49, 199.81, 590.89, -1.00, -1.00
139.82, 199.63, 591.71, -1.00, -1.00
139.97, 199.41, 592.57, -1.00, -1.00
140.08, 199.20, 593.45, -1.00, -1.00
140.27, 199.06, 594.31, -1.00, -1.00
140.61, 199.01, 595.15, -1.00, -1.00
141.04, 199.00, 595.93, -1.00, -1.00
141.55, 199.00, 596.66, -1.00, -1.00
142.10, 199.00, 597.37, -1.00, -1.00
142.65, 199.00, 598.07, -1.00, -1.00
143.17, 199.00, 598.82, -1.00, -1.00
143.55, 199.00, 599.63, -1.00, -1.00
143.79, 199.00, 600.50, -1.00, -1.00
143.98, 199.00, 601.38, -1.00, -1.00
144.22, 199.00, 602.25, -1.00, -1.00
144.57, 199.00, 603.08, -1.00, -1.00
145.01, 199.00, 603.86, -1.00, -1.00
145.51, 199.00, 604.60, -1.00, -1.00
146.08, 199.00, 605.29, -1.00, -1.00
146.71, 199.00, 605.92, -1.00, -1.00
147.38, 198.97, 606.52, -1.00, -1.00
148.02, 198.85, 607.13, -1.00, -1.00
148.59, 198.61, 607.80, -1.00, -1.00
149.08, 198.35, 608.52, -1.00, -1.00
149.55, 198.17, 609.26, -1.00, -1.00
149.99, 198.06, 610.03, -1.00, -1.00
150.40, 198.01, 610.82, -1.00, -1.00
150.78, 198.00, 611.64, -1.00, -1.00
151.10, 198.00, 612.48, -1.00, -1.00
151.37, 197.98, 613.34, -1.00, -1.00
151.59, 197.90, 614.21, -1.00, -1.00
151.78, 197.72, 615.08, -1.00, -1.00
151.96, 197.50, 615.93, -1.00, -1.00
152.17, 197.29, 616.78, -1.00, -1.00
152.43, 197.14, 617.63, -1.00, -1.00
152.70, 197.05, 618.49, -1.00, -1.00
152.97, 197.01, 619.35, -1.00, -1.00
153.27, 197.00, 620.18, -1.00, -1.00
153.68, 197.00, 620.99, -1.00, -1.00
154.16, 197.00, 621.75, -1.00, -1.00
154.60, 197.00, 622.53, -1.00, -1.00
154.96, 197.00, 623.35, -1.00, -1.00
155.36, 197.00, 624.16, -1.00, -1.00
155.95, 197.00, 624.85, -1.00, -1.00
156.64, 197.00, 625.42, -1.00, -1.00
157.25, 197.00, 626.08, -1.00, -1.00
157.66, 197.00, 626.88, -1.00, -1.00
157.97, 197.00, 627.72, -1.00, -1.00
158.31, 197.00, 628.56, -1.00, -1.00
158.68, 197.00, 629.36, -1.00, -1.00
159.08, 197.00, 630.17, -1.00, -1.00
159.48, 197.00, 630.98, -1.00, -1.00
159.85, 197.00, 631.81, -1.00, -1.00
160.16, 197.00, 632.66, -1.00, -1.00
160.47, 196.93, 633.49, -1.00, -1.00
160.84, 196.67, 634.25, -1.00, -1.00
161.31, 196.06, 634.73, -1.00, -1.00
161.71, 195.28, 634.92, -1.00, -1.00
162.05, 194.45, 635.01, -1.00, -1.00
162.49, 193.68, 635.16, -1.00, -1.00
163.18, 193.22, 635.51, -1.00, -1.00
163.95, 193.07, 635.94, -1.00, -1.00
164.74, 193.01, 636.39, -1.00, -1.00
165.42, 193.00, 636.96, -1.00, -1.00
165.83, 193.00, 637.76, -1.00, -1.00
165.99, 193.00, 638.63, -1.00, -1.00
166.11, 193.00, 639.53, -1.00, -1.00
166.31, 193.00, 640.41, -1.00, -1.00
166.65, 193.00, 641.24, -1.00, -1.00
167.11, 193.00, 642.02, -1.00, -1.00
167.61, 193.00, 642.76, -1.00, -1.00
168.13, 193.00, 643.49, -1.00, -1.00
168.60, 193.00, 644.27, -1.00, -1.00
169.01, 193.00, 645.08, -1.00, -1.00
169.35, 193.00, 645.91, -1.00, -1.00
169.63, 192.97, 646.76, -1.00, -1.00
169.85, 192.81, 647.62, -1.00, -1.00
169.98, 192.37, 648.39, -1.00, -1.00
170.14, 191.78, 649.03, -1.00, -1.00
170.61, 191.30, 649.64, -1.00, -1.00
171.22, 191.07, 650.25, -1.00, -1.00
171.66, 190.91, 651.02, -1.00, -1.00
171.92, 190.76, 651.87, -1.00, -1.00
172.19, 190.55, 652.71, -1.00, -1.00
172.60, 190.25, 653.46, -1.00, -1.00
173.03, 189.85, 654.14, -1.00, -1.00
173.43, 189.41, 654.81, -1.00, -1.00
173.90, 189.04, 655.49, -1.00, -1.00
174.44, 188.74, 656.14, -1.00, -1.00
174.85, 188.23, 656.76, -1.00, -1.00
174.98, 187.49, 657.26, -1.00, -1.00
175.00, 186.73, 657.72, -1.00, -1.00
175.01, 185.99, 658.25, -1.00, -1.00
175.11, 185.39, 658.91, -1.00, -1.00
175.39, 185.07, 659.72, -1.00, -1.00
175.72, 184.95, 660.54, -1.00, -1.00
176.01, 184.82, 661.37, -1.00, -1.00
176.27, 184.59, 662.20, -1.00, -1.00
176.76, 184.33, 662.92, -1.00, -1.00
177.49, 184.15, 663.42, -1.00, -1.00
178.22, 184.05, 663.94, -1.00, -1.00
178.80, 184.00, 664.63, -1.00, -1.00
179.32, 183.96, 665.35, -1.00, -1.00
179.95, 183.86, 665.99, -1.00, -1.00
180.58, 183.62, 666.58, -1.00, -1.00
180.92, 183.17, 667.28, -1.00, -1.00
181.00, 182.71, 668.04, -1.00, -1.00
181.00, 182.37, 668.88, -1.00, -1.00
181.00, 182.18, 669.76, -1.00, -1.00
181.00, 182.04, 670.65, -1.00, -1.00
181.00, 181.93, 671.54, -1.00, -1.00
181.03, 181.81, 672.43, -1.00, -1.00
181.14, 181.64, 673.31, -1.00, -1.00
181.43, 181.40, 674.12, -1.00, -1.00
181.99, 181.16, 674.80, -1.00, -1.00
182.72, 181.03, 675.32, -1.00, -1.00
183.48, 180.92, 675.78, -1.00, -1.00
184.19, 180.67, 676.27, -1.00, -1.00
184.70, 180.25, 676.88, -1.00, -1.00
184.93, 179.86, 677.67, -1.00, -1.00
185.04, 179.56, 678.51, -1.00, -1.00
185.22, 179.27, 679.34, -1.00, -1.00
185.56, 178.90, 680.09, -1.00, -1.00
185.87, 178.32, 680.71, -1.00, -1.00
186.03, 177.58, 681.20, -1.00, -1.00
186.31, 176.84, 681.64, -1.00, -1.00
186.91, 176.31, 682.06, -1.00, -1.00
187.50, 175.89, 682.57, -1.00, -1.00
187.82, 175.45, 683.29, -1.00, -1.00
187.94, 175.06, 684.10, -1.00, -1.00
187.99, 174.74, 684.95, -1.00, -1.00
188.00, 174.45, 685.80, -1.00, -1.00
188.00, 174.14, 686.63, -1.00, -1.00
188.02, 173.77, 687.46, -1.00, -1.00
188.11, 173.39, 688.27, -1.00, -1.00
188.31, 173.04, 689.07, -1.00, -1.00
188.57, 172.68, 689.85, -1.00, -1.00
188.78, 172.28, 690.62, -1.00, -1.00
189.02, 171.85, 691.38, -1.00, -1.00
189.37, 171.45, 692.12, -1.00, -1.00
189.74, 171.07, 692.85, -1.00, -1.00
189.95, 170.68, 693.64, -1.00, -1.00
190.06, 170.34, 694.46, -1.00, -1.00
190.25, 170.10, 695.30, -1.00, -1.00
190.59, 169.99, 696.13, -1.00, -1.00
191.02, 169.88, 696.92, -1.00, -1.00
191.50, 169.66, 697.65, -1.00, -1.00
191.99, 169.34, 698.33, -1.00, -1.00
192.49, 168.98, 698.97, -1.00, -1.00
192.96, 168.42, 699.51, -1.00, -1.00
193.32, 167.66, 699.85, -1.00, -1.00
193.60, 166.91, 700.26, -1.00, -1.00
193.81, 166.39, 700.97, -1.00, -1.00
193.92, 166.08, 701.81, -1.00, -1.00
193.98, 165.82, 702.66, -1.00, -1.00
194.00, 165.54, 703.53, -1.00, -1.00
194.00, 165.24, 704.37, -1.00, -1.00
194.02, 164.89, 705.19, -1.00, -1.00
194.20, 164.47, 705.98, -1.00, -1.00
194.73, 164.07, 706.58, -1.00, -1.00
195.36, 163.72, 707.12, -1.00, -1.00
195.75, 163.39, 707.87, -1.00, -1.00
195.91, 163.11, 708.70, -1.00, -1.00
195.97, 162.85, 709.55, -1.00, -1.00
196.00, 162.56, 710.41, -1.00, -1.00
196.00, 162.21, 711.24, -1.00, -1.00
196.01, 161.74, 712.01, -1.00, -1.00
196.07, 161.18, 712.70, -1.00, -1.00
196.26, 160.54, 713.32, -1.00, -1.00
196.56, 159.94, 713.91, -1.00, -1.00
196.90, 159.46, 714.61, -1.00, -1.00
197.22, 159.08, 715.36, -1.00, -1.00
197.55, 158.66, 716.09, -1.00, -1.00
197.85, 158.18, 716.79, -1.00, -1.00
198.08, 157.70, 717.52, -1.00, -1.00
198.28, 157.26, 718.28, -1.00, -1.00
198.51, 156.87, 719.05, -1.00, -1.00
198.76, 156.54, 719.85, -1.00, -1.00
198.92, 156.25, 720.68, -1.00, -1.00
199.00, 155.97, 721.53, -1.00, -1.00
199.04, 155.63, 722.36, -1.00, -1.00
199.14, 155.14, 723.13, -1.00, -1.00
199.32, 154.57, 723.80, -1.00, -1.00
199.58, 154.01, 724.45, -1.00, -1.00
199.92, 153.53, 725.12, -1.00, -1.00
200.35, 153.12, 725.79, -1.00, -1.00
200.74, 152.74, 726.51, -1.00, -1.00
200.94, 152.35, 727.30, -1.00, -1.00
201.00, 151.93, 728.09, -1.00, -1.00
201.00, 151.45, 728.85, -1.00, -1.00
201.00, 150.93, 729.57, -1.00, -1.00
201.00, 150.38, 730.28, -1.00, -1.00
201.01, 149.82, 730.98, -1.00, -1.00
201.10, 149.29, 731.69, -1.00, -1.00
201.37, 148.82, 732.42, -1.00, -1.00
201.72, 148.46, 733.16, -1.00, -1.00
201.93, 148.17, 733.97, -1.00, -1.00
201.99, 147.89, 734.84, -1.00, -1.00
202.00, 147.58, 735.68, -1.00, -1.00
202.00, 147.22, 736.52, -1.00, -1.00
202.00, 146.80, 737.31, -1.00, -1.00
202.00, 146.30, 738.07, -1.00, -1.00
202.05, 145.76, 738.78, -1.00, -1.00
202.27, 145.19, 739.45, -1.00, -1.00
202.64, 144.65, 740.07, -1.00, -1.00
202.91, 144.16, 740.78, -1.00, -1.00
202.99, 143.72, 741.57, -1.00, -1.00
203.00, 143.32, 742.36, -1.00, -1.00
203.00, 142.91, 743.16, -1.00, -1.00
203.00, 142.44, 743.93, -1.00, -1.00
203.00, 141.88, 744.62, -1.00, -1.00
203.00, 141.24, 745.26, -1.00, -1.00
203.00, 140.65, 745.94, -1.00, -1.00
203.02, 140.17, 746.70, -1.00, -1.00
203.09, 139.77, 747.50, -1.00, -1.00
203.28, 139.41, 748.31, -1.00, -1.00
203.54, 139.06, 749.09, -1.00, -1.00
203.75, 138.66, 749.87, -1.00, -1.00
203.90, 138.20, 750.62, -1.00, -1.00
203.97, 137.69, 751.36, -1.00, -1.00
204.00, 137.14, 752.07, -1.00, -1.00
204.00, 136.58, 752.78, -1.00, -1.00
204.00, 136.02, 753.49, -1.00, -1.00
204.00, 135.50, 754.22, -1.00, -1.00
204.00, 135.03, 755.00, -1.00, -1.00
204.00, 134.60, 755.80, -1.00, -1.00
204.00, 134.20, 756.60, -1.00, -1.00
204.00, 133.79, 757.40, -1.00, -1.00
204.00, 133.34, 758.18, -1.00, -1.00
204.00, 132.83, 758.93, -1.00, -1.00
204.00, 132.29, 759.64, -1.00, -1.00
204.00, 131.73, 760.34, -1.00, -1.00
204.00, 131.19, 761.06, -1.00, -1.00
204.00, 130.69, 761.81, -1.00, -1.00
204.01, 130.24, 762.59, -1.00, -1.00
204.09, 129.83, 763.38, -1.00, -1.00
204.21, 129.44, 764.18, -1.00, -1.00
204.36, 129.05, 764.98, -1.00, -1.00
204.53, 128.67, 765.78, -1.00, -1.00
204.72, 128.29, 766.57, 2.00, 2.00
